accuracy,dice_coefficient,loss,mean_iou,val_accuracy,val_dice_coefficient,val_loss,val_mean_iou,learning_rate
0.8955909609794617,0.8580027222633362,0.48189234733581543,0.663757860660553,0.8701813817024231,0.8413520455360413,0.596916913986206,0.6156592965126038,9.999999747378752e-05
0.8973727822303772,0.8606191873550415,0.47246044874191284,0.669474720954895,0.8680369257926941,0.8400151133537292,0.6175906658172607,0.6100009679794312,9.999999747378752e-05
0.8988088965415955,0.8633072376251221,0.4646582305431366,0.6736970543861389,0.8712597489356995,0.842738687992096,0.5935164093971252,0.6153913140296936,9.999999747378752e-05
0.9004098176956177,0.8653409481048584,0.4564283788204193,0.6786490678787231,0.8773069977760315,0.8565641045570374,0.5834351181983948,0.6221713423728943,9.999999747378752e-05
0.901809811592102,0.8676565289497375,0.44902294874191284,0.682454526424408,0.875062108039856,0.8482759594917297,0.5835138559341431,0.618778645992279,9.999999747378752e-05
0.902828574180603,0.8691657185554504,0.44240644574165344,0.684676468372345,0.8814360499382019,0.8603174686431885,0.5633721351623535,0.6368917226791382,9.999999747378752e-05
0.9034407138824463,0.8704742193222046,0.4386904239654541,0.6880269050598145,0.8807241320610046,0.8540081977844238,0.5504693984985352,0.6428343653678894,9.999999747378752e-05
0.9051815271377563,0.8724573850631714,0.43131205439567566,0.6917778849601746,0.8811277151107788,0.8584374785423279,0.568236231803894,0.6364672780036926,9.999999747378752e-05
0.9063490629196167,0.8744334578514099,0.4240630865097046,0.6959049701690674,0.8830942511558533,0.8589870929718018,0.5411973595619202,0.6382966041564941,9.999999747378752e-05
0.906642735004425,0.8749353289604187,0.4219018220901489,0.6971100568771362,0.8834153413772583,0.8624274730682373,0.5640096664428711,0.6468364596366882,9.999999747378752e-05
0.9078346490859985,0.8771595358848572,0.41582655906677246,0.699059784412384,0.8842495083808899,0.8591761589050293,0.5504289865493774,0.6499741673469543,9.999999747378752e-05
0.9091215133666992,0.8782978653907776,0.40914487838745117,0.7037063241004944,0.8822125196456909,0.8596478700637817,0.5566847920417786,0.6384193897247314,9.999999747378752e-05
0.9093728065490723,0.8790629506111145,0.40749990940093994,0.7041712999343872,0.8842355608940125,0.8610672354698181,0.5670797824859619,0.6421967148780823,9.999999747378752e-05
0.9108623266220093,0.8808796405792236,0.40083521604537964,0.7077397108078003,0.887450635433197,0.8658097386360168,0.5408452153205872,0.658961832523346,9.999999747378752e-05
0.9115827679634094,0.8821864128112793,0.3968724012374878,0.7108770608901978,0.889491081237793,0.8648756742477417,0.5267050266265869,0.6560965776443481,9.999999747378752e-05
0.9115011096000671,0.8821792006492615,0.3961573839187622,0.7110133767127991,0.8920664191246033,0.8682358860969543,0.5097591876983643,0.6655706763267517,9.999999747378752e-05
0.9125781059265137,0.883577823638916,0.3909927010536194,0.7130749821662903,0.8927015066146851,0.8721553087234497,0.5112165212631226,0.6690601110458374,9.999999747378752e-05
0.9137622117996216,0.8851020336151123,0.3850645124912262,0.7168658971786499,0.8936782479286194,0.8712173104286194,0.4820125997066498,0.6666615009307861,9.999999747378752e-05
0.9149255752563477,0.8868529796600342,0.3792065680027008,0.7200164794921875,0.8936871290206909,0.8688413500785828,0.49895012378692627,0.6741923093795776,9.999999747378752e-05
0.915059506893158,0.8871257305145264,0.3782801032066345,0.7199865579605103,0.892960786819458,0.8734133839607239,0.5239859819412231,0.6651415824890137,9.999999747378752e-05
0.9148738384246826,0.8869231939315796,0.3789001703262329,0.7201017737388611,0.8907531499862671,0.8701581358909607,0.523167073726654,0.6587890386581421,9.999999747378752e-05
0.9161831140518188,0.8886223435401917,0.37186285853385925,0.7237653136253357,0.8937431573867798,0.8701388835906982,0.4967316687107086,0.6755258440971375,9.999999747378752e-05
0.9162567257881165,0.8891361355781555,0.3713911473751068,0.7240157723426819,0.8969401121139526,0.8752875924110413,0.49619826674461365,0.6791356801986694,9.999999747378752e-05
0.9198169708251953,0.8932026028633118,0.354142963886261,0.7338688969612122,0.8954625725746155,0.8725135922431946,0.4929709732532501,0.6800140142440796,4.999999873689376e-05
0.9201872944831848,0.8938709497451782,0.35224395990371704,0.7341610193252563,0.8947404026985168,0.8736491799354553,0.4898110032081604,0.6767479181289673,4.999999873689376e-05
0.9213346242904663,0.8955459594726562,0.3471461534500122,0.7363965511322021,0.8977588415145874,0.8759360313415527,0.4914538562297821,0.6816816926002502,4.999999873689376e-05
0.9215916395187378,0.8959461450576782,0.34568363428115845,0.7362882494926453,0.8977852463722229,0.8776749968528748,0.4988362789154053,0.686499297618866,4.999999873689376e-05
0.9218415021896362,0.896434485912323,0.3447847068309784,0.7381836175918579,0.8943229913711548,0.8763379454612732,0.5165587067604065,0.6742581725120544,4.999999873689376e-05
